"from","to","weight"
"SAA2","MMP9",511
"SAA2","ICAM1",603
"SAA2","SERPINA1",477
"OMP","CCK",496
"GNLY","FN1",513
"TAS2R46","GABBR1",499
"NUCB2","CCK",489
"NUCB2","KCNJ11",512
"ADM","NPPA",858
"ADM","MMP9",402
"ADM","PLAU",464
"ADM","SERPINE1",494
"ADM","CCL2",442
"ARMS2","CFI",668
"ARMS2","COL8A1",596
"ARMS2","SERPING1",418
"KMT2A","THBS1",426
"CACNG5","GRIK2",591
"CACNG5","GRIA2",907
"CACNG5","GRIN1",751
"CACNG5","GRIA4",864
"MYO18A","MYL9",730
"HSPA8","SNAP25",903
"HSPA8","CPLX1",595
"HSPA8","TUBA1C",495
"ENO2","SNAP25",438
"ENO2","VIM",484
"ENO2","ALDOC",957
"ENO2","SERPINA1",516
"HMGA2","FN1",403
"HMGA2","CD44",657
"HMGA2","CCK",441
"HTR2A","SNAP25",472
"HTR2A","F3",424
"HTR2A","GABRB3",412
"HTR2A","GRIK2",454
"HTR2A","GRIA2",470
"LDHC","ALDOC",885
"HIF1A","PLAUR",432
"HIF1A","MMP9",824
"HIF1A","TIMP1",571
"HIF1A","PLAU",548
"HIF1A","HMOX1",701
"HIF1A","IGFBP3",564
"HIF1A","CCK",628
"HIF1A","SERPINE1",624
"HIF1A","ICAM1",684
"HIF1A","VIM",569
"HIF1A","COL1A1",459
"HIF1A","ITGA5",419
"HIF1A","CD44",648
"HIF1A","THBS1",616
"HIF1A","SPP1",596
"HIF1A","F3",403
"HIF1A","FN1",698
"HIF1A","PLAT",434
"HIF1A","SOCS3",472
"HIF1A","CCL2",692
"KLRC1","CD44",439
"CALU","LAMC1",422
"CALU","SERPING1",444
"KIF1A","SNAP25",541
"IST1","TUBA1C",546
"SLAMF1","FCGR2B",547
"SLAMF1","CD44",516
"SLAMF1","FCGR2A",462
"KPNA2","HMOX1",419
"KPNA2","TUBA1C",420
"KLHL35","MMP9",413
"H2AJ","THBS1",429
"PIAS1","SOCS3",450
"ACADVL","ACTG2",407
"HNF1A","KCNJ11",829
"HNF1A","ABCC8",835
"HNF1A","SERPINA1",434
"HNF1A","FN1",508
"NOVA1","GRIA2",465
"CDK5RAP3","MMP9",596
"CACNB4","CACNA1A",995
"CACNB4","GABRB3",534
"CACNB4","GABRD",799
"TUBA1A","ACTN1",516
"TUBA1A","ACTG2",411
"TUBA1A","VIM",471
"TUBA1A","TUBA1C",691
"TUBA1A","ACTA2",404
"HAUS5","SNAP25",431
"NFE2","HMOX1",679
"NFE2","MMP9",461
"POTEE","ACTN1",525
"POTEE","STEAP3",403
"CIZ1","ATP1A3",475
"FKBP9","COL4A2",463
"FKBP9","LUM",401
"DMXL1","ATP6V1G2",578
"HOMER3","ACTN1",630
"ATP2A2","ATP1A3",877
"ATP2A2","NPPA",757
"ATP2A2","ABCC8",660
"CPNE6","GRIN1",427
"PDYN","GRIN1",930
"PDYN","CCK",764
"KIAA1958","SOCS3",452
"CHD4","SPP1",456
"CHD4","ATP1A3",402
"GRM4","SNAP25",580
"GRM4","GRIK2",546
"GRM4","GABBR1",654
"GRM4","SLC1A6",435
"GRM4","GRIN1",520
"GRM4","GRIA4",662
"GRM4","GRIA2",551
"GRM4","GABRD",462
"CYP2E1","HMOX1",599
"CYP2E1","SERPINA1",527
"SYTL1","MSN",408
"NR4A1","GADD45G",417
"NR4A1","IGFBP3",586
"NR4A1","SOCS3",626
"NR4A1","FN1",510
"AP3B2","ATP1A3",541
"SLC16A1","ABCC8",621
"SLC16A1","KCNJ11",746
"SLC16A1","CD44",415
"CLTCL1","ACTA2",491
"CLTCL1","TUBA1C",482
"TSHR","FN1",624
"TSHR","NPPA",907
"MARVELD1","GABBR1",517
"NNMT","SERPINE1",413
"NNMT","C1R",499
"UBC","MMP9",454
"UBC","ACTA2",561
"UBC","SOCS3",525
"CCR3","ICAM1",531
"CCR3","MMP9",635
"CCR3","FCGR2B",627
"CCR3","CD44",435
"CCR3","FCGR2A",415
"CCR3","CCL2",998
"TAS2R20","GABBR1",499
"PTHLH","SPP1",586
"PTHLH","FN1",404
"PTHLH","MMP9",427
"PTHLH","IBSP",557
"SALL3","THBS1",409
"HPR","SERPINA1",762
"HPR","MSR1",598
"ARHGEF28","CD44",445
"TAS2R14","GABBR1",500
"SMAD5","SPP1",418
"MAFF","HMOX1",412
"PIANP","NPPA",508
"NKRF","HMOX1",601
"CAND1","SOCS3",512
"SLC34A3","EMP1",644
"IL22","ICAM1",509
"IL22","MMP9",447
"IL22","CD44",431
"IL22","SOCS3",495
"IL22","CCL2",652
"PTK6","SOCS3",941
"PTK6","HMOX1",402
"PTAFR","PLAUR",526
"PTAFR","PLAU",439
"PTAFR","ICAM1",615
"PTAFR","SOCS3",415
"PLXNB3","CD44",410
"FXYD6","ATP1A3",833
"TET2","GADD45A",583
"BEAN1","CACNA1A",461
"MYBPC3","NPPA",620
"MYBPC3","FLNC",683
"MYBPC3","MYL9",742
"MYBPC3","FN1",539
"RGS13","SLC1A6",436
"SOD2","CCL2",502
"SOD2","FN1",580
"SOD2","ICAM1",426
"SOD2","HMOX1",738
"SOD2","MMP9",421
"SOD2","SERPINA1",472
"DAPK3","MYL9",578
"GPR17","CD44",418
"RSPRY1","VIM",442
"NAT1","ICAM1",463
"IDO2","ICAM1",475
"IDO2","CD44",445
"IDO2","HMOX1",476
"IDO2","CCL2",566
"TUBA1C","IST1",546
"TUBA1C","CCT6B",628
"TUBA1C","DYNLL1",438
"TUBA1C","FBXW7",516
"TUBA1C","TUBB",994
"TUBA1C","YWHAG",420
"TUBA1C","KIF11",625
"TUBA1C","TBCD",669
"TUBA1C","ANXA2",426
"TUBA1C","DYNC2H1",742
"TUBA1C","LRRK2",558
"TUBA1C","DDOST",487
"TUBA1C","PRKN",574
"TUBA1C","PRMT1",480
"TUBA1C","TUBB2A",990
"TUBA1C","HSPA4",467
"TUBA1C","PPP1CA",423
"TUBA1C","CHMP2A",516
"TUBA1C","CHMP4C",508
"TUBA1C","TAGLN2",502
"TUBA1C","TP53",564
"TUBA1C","PHB1",428
"TUBA1C","HSP90AB1",496
"TUBA1C","TPI1",479
"TUBA1C","TUBA8",428
"TUBA1C","TUBA4A",778
"TUBA1C","CHMP7",521
"TUBA1C","AURKB",419
"TUBA1C","VCP",438
"TUBA1C","VPS4A",539
"TUBA1C","DYNC1I2",801
"TUBA1C","TONSL",457
"TUBA1C","TXN",412
"TUBA1C","DYNLT1",408
"TUBA1C","RPSA",444
"TUBA1C","SUMO2",412
"TUBA1C","",533
"TUBA1C","ROBO3",769
"TUBA1C","RILP",650
"TUBA1C","ATP6V1B2",637
"TUBA1C","HSP90AA1",441
"TUBA1C","TUBB3",993
"TUBA1C","GJA1",903
"TUBA1C","TUBB8",979
"TUBA1C","HAX1",403
"TUBA1C","TAGLN",437
"TUBA1C","RAB7A",724
"TUBA1C","YWHAZ",678
"TUBA1C","MAPRE1",548
"TUBA1C","YWHAQ",689
"TUBA1C","CNN2",417
"TUBA1C","TMPO",436
"TUBA1C","CCT6A",808
"TUBA1C","GAPDH",670
"TUBA1C","HPRT1",424
"TUBA1C","EEF1G",541
"TUBA1C","EIF4A1",405
"TUBA1C","ACTB",825
"TUBA1C","PFDN6",641
"TUBA1C","MYL6",484
"TUBA1C","CFL2",530
"TUBA1C","VIM",439
"TUBA1C","ATP5F1B",482
"TUBA1C","H4C6",448
"TUBA1C","HDAC6",694
"TUBA1C","DCLK1",544
"TUBA1C","RPL4",430
"TUBA1C","CFL1",464
"TUBA1C","CNN3",444
"TUBA1C","TXNRD1",518
"TUBA1C","DYNC1LI1",659
"TUBA1C","CCDC8",427
"TUBA1C","HSPD1",449
"TUBA1C","IQCB1",417
"TUBA1C","EEF1A1",603
"TUBA1C","TUBA1A",691
"TUBA1C","CCT5",681
"TUBA1C","TUBAL3",433
"TUBA1C","RPL8",467
"TUBA1C","MAPT",938
"TUBA1C","",669
"TUBA1C","PFDN2",647
"TUBA1C","YWHAE",605
"TUBA1C","RPS2",417
"TUBA1C","CDC20",449
"TUBA1C","PFN1",404
"TUBA1C","VASH1",447
"TUBA1C","TUBA4B",526
"TUBA1C","CHMP6",504
"TUBA1C","DYNLL2",431
"TUBA1C","DYNLT3",435
"TUBA1C","NPM1",462
"TUBA1C","UGDH",404
"TUBA1C","CCT8",678
"TUBA1C","DYNC1LI2",679
"TUBA1C","TTC5",450
"TUBA1C","YWHAB",442
"TUBA1C","RIPK4",457
"TUBA1C","CENPI",529
"TUBA1C","DLD",462
"TUBA1C","TJP1",931
"TUBA1C","TUBB8B",755
"TUBA1C","VASH2",438
"TUBA1C","TXNDC9",664
"TUBA1C","CCT2",864
"TUBA1C","KIF20A",471
"TUBA1C","CLTCL1",482
"TUBA1C","TBCA",665
"TUBA1C","ENO1",574
"TUBA1C","KPNA2",420
"TUBA1C","GZMB",907
"TUBA1C","PFDN5",631
"TUBA1C","TCP11L2",710
"TUBA1C","TUBB6",981
"TUBA1C","EEF2",502
"TUBA1C","CHMP2B",594
"TUBA1C","HSPA5",574
"TUBA1C","CANX",501
"TUBA1C","PGK1",415
"TUBA1C","ACTR1B",416
"TUBA1C","TUBA3D",528
"TUBA1C","TUBE1",518
"TUBA1C","TUBA3C",570
"TUBA1C","VSNL1",442
"TUBA1C","PDIA3",431
"TUBA1C","SVBP",449
"TUBA1C","RAB7B",667
"TUBA1C","PRDX1",425
"TUBA1C","ARHGEF2",903
"TUBA1C","CHMP3",507
"TUBA1C","DYNC1H1",794
"TUBA1C","KATNAL2",413
"TUBA1C","CCT3",721
"TUBA1C","TCP1",766
"TUBA1C","WDR90",653
"TUBA1C","TUBG1",430
"TUBA1C","EFHB",470
"TUBA1C","ACTA2",402
"TUBA1C","WDR76",526
"TUBA1C","RHOA",418
"TUBA1C","SPAST",550
"TUBA1C","H2AZ1",432
"TUBA1C","ACTR3",440
"TUBA1C","CC2D1B",504
"TUBA1C","MAPK3",551
"TUBA1C","ACTG1",754
"TUBA1C","ATP5F1A",446
"TUBA1C","HTATIP2",769
"TUBA1C","HSPA8",495
"TUBA1C","TTL",622
"TUBA1C","VDAC1",520
"TUBA1C","TBCB",718
"TUBA1C","ACTBL2",458
"TUBA1C","APP",449
"TUBA1C","CCT4",713
"TUBA1C","MARVELD2",900
"TUBA1C","DYNC1I1",745
"TUBA1C","TUBB1",963
"TUBA1C","VBP1",630
"TUBA1C","TUBA1B",984
"TUBA1C","CCT7",722
"TUBA1C","CKAP5",607
"TUBA1C","TUB",486
"TUBA1C","EEF1A2",456
"TUBA1C","ANKRD45",428
"TUBA1C","RPLP0",460
"TUBA1C","LARP7",551
"TUBA1C","MYL12A",513
"TUBA1C","TUBB4B",990
"TUBA1C","PFDN4",630
"TUBA1C","TBCC",538
"TUBA1C","SLC12A2",443
"TUBA1C","ACTA1",417
"TUBA1C","NME8",517
"TUBA1C","PFDN1",604
"TUBA1C","LRGUK",518
"TUBA1C","RNASEL",426
"TUBA1C","PGAM1",522
"TUBA1C","CHMP4B",529
"TUBA1C","TUBA3E",405
"TUBA1C","TUBB4A",978
"TUBA1C","MAPRE3",426
"TUBA1C","CDK1",417
"TUBA1C","HSPA9",517
"TUBA1C","ARPC1B",469
"TUBA1C","LEMD2",548
"TUBA1C","TUBB2B",971
"TUBA1C","KIFC1",401
"PLCB3","SERPING1",427
"PLCB3","CCK",579
"TBC1D10C","MMP9",410
"SP7","IBSP",884
"SP7","MMP9",438
"SP7","CCK",418
"SP7","COL1A1",880
"SP7","CD44",414
"SP7","SPP1",826
"SP7","COL1A2",717
"SYT7","SNAP25",856
"SYT7","CPLX2",481
"SYT7","CPLX1",864
"C1R","VWF",475
"C1R","NETO2",570
"C1R","CFHR2",404
"C1R","C4B",991
"C1R","CFHR3",427
"C1R","C8A",625
"C1R","CD8A",408
"C1R","VSIG4",446
"C1R","MASP2",688
"C1R","LUM",409
"C1R","APOA1",547
"C1R","COL6A2",534
"C1R","KLK4",586
"C1R","CD163",525
"C1R","C4A",991
"C1R","C3AR1",591
"C1R","IFNG",447
"C1R","C1QL1",434
"C1R","TRDN",605
"C1R","SERPINA1",402
"C1R","CP",401
"C1R","CASQ1",584
"C1R","IGHV3OR16-17",486
"C1R","CXCL12",562
"C1R","VTN",534
"C1R","PFDN4",636
"C1R","APCS",444
"C1R","C5AR1",625
"C1R","SEMA3A",448
"C1R","COL6A1",458
"C1R","AGRN",558
"C1R","CBLIF",711
"C1R","CFHR5",404
"C1R","MSR1",504
"C1R","DCN",584
"C1R","HLA-B",505
"C1R","CD1D",408
"C1R","A2M",694
"C1R","CFH",844
"C1R","CLU",604
"C1R","COLEC11",850
"C1R","ASPH",584
"C1R","CRP",868
"C1R","CPB2",411
"C1R","CFB",524
"C1R","C1QC",993
"C1R","PLG",523
"C1R","C3",935
"C1R","A1BG",457
"C1R","CD55",638
"C1R","MASP1",769
"C1R","SERPINF1",409
"C1R","FCN1",809
"C1R","HLA-A",556
"C1R","SERPINF2",434
"C1R","PTGDS",468
"C1R","CFI",504
"C1R","FCN3",788
"C1R","CD46",614
"C1R","C4BPA",543
"C1R","CFP",763
"C1R","CD93",472
"C1R","SCUBE1",483
"C1R","CR1",523
"C1R","SRGN",459
"C1R","COL3A1",457
"C1R","ITIH2",414
"C1R","C2",953
"C1R","CD4",418
"C1R","GRIK2",433
"C1R","C1RL",555
"C1R","C9",425
"C1R","CFHR1",522
"C1R","PTX3",571
"C1R","AGBL2",574
"C1R","ADAMTS13",632
"C1R","C6",465
"C1R","MBL2",897
"C1R","KNG1",516
"C1R","C1QA",988
"C1R","COLEC10",624
"C1R","TNF",407
"C1R","LRP2",526
"C1R","COL1A2",409
"C1R","NETO1",497
"C1R","C4BPB",538
"C1R","IL6",406
"C1R","C5AR2",485
"C1R","FCN2",827
"C1R","BMP1",920
"C1R","",920
"C1R","EGF",705
"C1R","ELANE",426
"C1R","C7",454
"C1R","DCAF11",406
"C1R","CD59",654
"C1R","AMN",691
"C1R","TLL1",470
"C1R","SERPING1",999
"C1R","C1QBP",479
"C1R","FN1",616
"C1R","FBLN1",456
"C1R","APOH",408
"C1R","MEP1A",598
"C1R","C5",542
"C1R","NNMT",499
"C1R","C8G",717
"C1R","C8B",681
"C1R","PLAT",531
"C1R","C1S",999
"C1R","SERPINC1",423
"C1R","SFTPD",429
"C1R","TTR",529
"C1R","MYOF",430
"OTUB1","CD44",654
"SLC1A5","FN1",454
"SLC1A5","STEAP3",554
"LOXHD1","PLAT",792
"ATP1A3","MAPK1",922
"ATP1A3","ATP4B",768
"ATP1A3","ABCB6",732
"ATP1A3","TPM3",442
"ATP1A3","STX1B",559
"ATP1A3","GBA1",507
"ATP1A3","FXYD1",928
"ATP1A3","PRKRA",507
"ATP1A3","PRKCH",456
"ATP1A3","NFYA",428
"ATP1A3","ISYNA1",538
"ATP1A3","AGRN",574
"ATP1A3","PRKACA",730
"ATP1A3","UBE3A",419
"ATP1A3","ANO3",562
"ATP1A3","ATP1A1",947
"ATP1A3","ATP2A2",877
"ATP1A3","FXYD2",996
"ATP1A3","CD58",498
"ATP1A3","SLC8A1",458
"ATP1A3","SLC12A1",421
"ATP1A3","PGM2",455
"ATP1A3","KCNQ2",473
"ATP1A3","ENO1",515
"ATP1A3","PRKACG",715
"ATP1A3","CRY2",437
"ATP1A3","ATP1B3",992
"ATP1A3","ATP12A",725
"ATP1A3","PRKG1",910
"ATP1A3","RS1",510
"ATP1A3","ATP1B2",988
"ATP1A3","PLN",821
"ATP1A3","FXYD6",833
"ATP1A3","RGS8",496
"ATP1A3","CIZ1",475
"ATP1A3","ATP1B1",998
"ATP1A3","MAPK3",921
"ATP1A3","CACNA1H",596
"ATP1A3","NCDN",466
"ATP1A3","SIK1",550
"ATP1A3","FLOT2",435
"ATP1A3","ABCB8",756
"ATP1A3","ABCC8",686
"ATP1A3","CPT1C",436
"ATP1A3","CLCNKA",433
"ATP1A3","SCN8A",456
"ATP1A3","NRAS",446
"ATP1A3","ATP2B3",572
"ATP1A3","TSHB",541
"ATP1A3","TOR1A",713
"ATP1A3","KCNA1",432
"ATP1A3","ABL2",457
"ATP1A3","SLC1A3",409
"ATP1A3","TAF1",459
"ATP1A3","KCNJ8",628
"ATP1A3","SLC2A1",618
"ATP1A3","SLC4A4",432
"ATP1A3","ATP1A4",937
"ATP1A3","BMAL1",436
"ATP1A3","TMEM30A",440
"ATP1A3","SLC9A1",819
"ATP1A3","SLC12A2",514
"ATP1A3","CD2",556
"ATP1A3","GNAO1",425
"ATP1A3","ATP1B4",966
"ATP1A3","NALCN",408
"ATP1A3","TUBB4A",587
"ATP1A3","FXYD6-FXYD2",673
"ATP1A3","LHB",555
"ATP1A3","ATP2B2",437
"ATP1A3","SCN2A",537
"ATP1A3","ATP6V1A",473
"ATP1A3","FXYD4",586
"ATP1A3","PRRT2",661
"ATP1A3","CYP11B1",547
"ATP1A3","GNAL",491
"ATP1A3","ATP1A2",978
"ATP1A3","PRKACB",737
"ATP1A3","ARMC5",545
"ATP1A3","ABCA2",771
"ATP1A3","CLCN2",592
"ATP1A3","AP3B2",541
"ATP1A3","KCNJ10",402
"ATP1A3","CRYAB",468
"ATP1A3","EPB41",402
"ATP1A3","CACNA1D",746
"ATP1A3","APOC2",495
"ATP1A3","SNAP25",457
"ATP1A3","CLSTN1",486
"ATP1A3","EPB41L5",420
"ATP1A3","KCNJ5",784
"ATP1A3","HTR2C",500
"ATP1A3","KCNMA1",436
"ATP1A3","ATP6V1B2",413
"ATP1A3","STXBP1",469
"ATP1A3","ABCC9",601
"ATP1A3","TAC1",414
"ATP1A3","GAPDH",408
"ATP1A3","PANK2",401
"ATP1A3","CHD4",402
"ATP1A3","ABCD4",726
"ATP1A3","CYP11B2",687
"ATP1A3","FXYD7",620
"ATP1A3","THAP1",625
"ATP1A3","VDAC2",404
"ATP1A3","SLC9A3",425
"ATP1A3","AK2",511
"ATP1A3","AMY2B",604
"ATP1A3","PRKG2",904
"ATP1A3","SCN1A",507
"ATP1A3","BRSK1",488
"ATP1A3","FXYD3",578
"ATP1A3","INO80",652
"ATP1A3","S100A6",423
"ATP1A3","PNKD",476
"ATP1A3","ABCG8",744
"ATP1A3","HPCA",490
"ATP1A3","LY9",438
"ATP1A3","SLC12A5",422
"ATP1A3","SGCE",605
"ATP1A3","CACNA1A",543
"ATP1A3","SLC17A7",424
"ATP1A3","MUSK",565
"ATP1A3","ABCG5",745
"TAS2R30","GABBR1",499
"TDO2","SERPINA1",460
"APOA5","MSR1",553
"APOA5","SERPINA1",423
"ATP1A1","ABCC8",654
"ATP1A1","ATP1A3",947
"PIK3C2G","SOCS3",587
"NELFA","CPLX1",480
"VIM","PIK3R1",681
"VIM","SELPLG",407
"VIM","BCAS3",698
"VIM","CDH5",526
"VIM","SLC1A2",616
"VIM","NOTCH1",420
"VIM","ANXA5",679
"VIM","CDKN2A",420
"VIM","RNF4",510
"VIM","COL5A2",566
"VIM","COL6A3",597
"VIM","STAT6",594
"VIM","SSTR2",415
"VIM","CNN1",403
"VIM","NR3C2",476
"VIM","PINK1",409
"VIM","COL4A1",459
"VIM","MYH3",579
"VIM","TGFBR2",414
"VIM","E2F1",410
"VIM","HLA-DRA",934
"VIM","CANX",480
"VIM","SERPINE1",468
"VIM","PGK1",521
"VIM","PPT1",532
"VIM","CADM1",533
"VIM","CTNNB1",740
"VIM","TWIST2",596
"VIM","LGALS1",879
"VIM","FGF2",658
"VIM","GAN",915
"VIM","RAB8B",711
"VIM","HLA-A",493
"VIM","OPRD1",507
"VIM","ENO1",489
"VIM","GSN",520
"VIM","LOX",415
"VIM","CALD1",498
"VIM","ACE2",661
"VIM","ERBB2",489
"VIM","CD24",512
"VIM","CDH11",416
"VIM","GDF15",535
"VIM","TJP1",615
"VIM","PRKACA",448
"VIM","GLUL",423
"VIM","NES",867
"VIM","COL6A1",633
"VIM","SNAI1",850
"VIM","NOD2",663
"VIM","SNAI2",885
"VIM","KLF4",409
"VIM","MAGOH",559
"VIM","NCAM1",443
"VIM","SIM1",432
"VIM","MMP2",546
"VIM","PTPRC",532
"VIM","PDGFRA",494
"VIM","BMP4",443
"VIM","IPO8",506
"VIM","WT1",401
"VIM","PPIA",422
"VIM","TGFBR1",408
"VIM","KRAS",451
"VIM","HSPB1",597
"VIM","TPM3",481
"VIM","KIT",408
"VIM","TGFB2",465
"VIM","CRMP1",408
"VIM","LGALS3",778
"VIM","TUBA1C",439
"VIM","FUT7",419
"VIM","POSTN",500
"VIM","NFKBIA",456
"VIM","TMEFF2",655
"VIM","TNFRSF14",454
"VIM","CLDN1",526
"VIM","CASP6",793
"VIM","SERPINH1",417
"VIM","ALDH1A1",468
"VIM","SELENOS",512
"VIM","HNRNPU",433
"VIM","SLC25A6",438
"VIM","BRAF",458
"VIM","B2M",437
"VIM","TGM2",434
"VIM","ITGB3",503
"VIM","MMP9",709
"VIM","HLA-DOB",413
"VIM","ANXA1",582
"VIM","TIMP1",550
"VIM","PRPH",457
"VIM","AKT1",779
"VIM","BASP1",426
"VIM","KRT20",672
"VIM","GFAP",855
"VIM","KRT8",494
"VIM","HLA-DRB5",803
"VIM","CD248",644
"VIM","SPRTN",545
"VIM","ACTA1",523
"VIM","EGFR",655
"VIM","OTOF",409
"VIM","OXA1L",575
"VIM","NEK8",430
"VIM","SLC1A3",459
"VIM","LMNB1",474
"VIM","GABARAPL1",435
"VIM","MGMT",486
"VIM","RABAC1",432
"VIM","ENO2",484
"VIM","MYL2",614
"VIM","AGR2",457
"VIM","ALB",509
"VIM","PKN1",418
"VIM","AKT2",412
"VIM","SPTAN1",435
"VIM","ACTR1A",420
"VIM","FGF13",597
"VIM","PKP1",444
"VIM","TTN",848
"VIM","RBM39",478
"VIM","ALDH1L1",406
"VIM","NDRG4",477
"VIM","CCND1",517
"VIM","SSNA1",412
"VIM","ITGB1",505
"VIM","PLEC",923
"VIM","JUP",547
"VIM","ACTG1",611
"VIM","FLNB",482
"VIM","PRMT8",441
"VIM","IGLL5",509
"VIM","COL6A2",590
"VIM","NKX2-1",548
"VIM","SOX2",605
"VIM","LUM",456
"VIM","FOS",599
"VIM","FOXC2",501
"VIM","RHOA",635
"VIM","WDR76",510
"VIM","ACTA2",776
"VIM","DES",957
"VIM","SRI",497
"VIM","EEF1D",489
"VIM","HSPB2",643
"VIM","CD34",473
"VIM","CLDN7",515
"VIM","NUMB",432
"VIM","PCYT1A",461
"VIM","TCAP",823
"VIM","TWIST1",857
"VIM","TGFB1",655
"VIM","RAB7A",441
"VIM","PPL",636
"VIM","CD99",647
"VIM","PLK1",545
"VIM","PDGFRB",649
"VIM","KRT14",476
"VIM","TAGLN",693
"VIM","CASP8",820
"VIM","SMAD3",415
"VIM","FOXO1",474
"VIM","FLNA",646
"VIM","SRRM2",423
"VIM","GJA1",605
"VIM","CCN2",653
"VIM","RSPRY1",442
"VIM","SYVN1",553
"VIM","HOPX",566
"VIM","NOS2",437
"VIM","HDAC1",432
"VIM","HSP90AA1",701
"VIM","FN1",809
"VIM","KIF5B",427
"VIM","ALK",473
"VIM","PAX6",586
"VIM","IRF4",447
"VIM","HIF1A",569
"VIM","MYL3",561
"VIM","SNW1",442
"VIM","SOCS3",543
"VIM","SPARC",448
"VIM","PKP2",558
"VIM","IGFBP7",420
"VIM","MYH8",566
"VIM","PGR",451
"VIM","RACK1",428
"VIM","SMAD2",472
"VIM","FSCN1",571
"VIM","CRYAB",684
"VIM","MYH6",742
"VIM","CFTR",432
"VIM","SPART",415
"VIM","S100A4",764
"VIM","BANF1",558
"VIM","CDH2",785
"VIM","SPP1",607
"VIM","AURKB",433
"VIM","VCP",779
"VIM","APOE",408
"VIM","STAT3",826
"VIM","SEPTIN9",588
"VIM","MYH10",517
"VIM","MAP1B",433
"VIM","ANPEP",532
"VIM","DSP",607
"VIM","JUN",411
"VIM","COL1A2",574
"VIM","HLA-DRB1",932
"VIM","S100A10",508
"VIM","DCTN1",587
"VIM","SYNC",744
"VIM","TP53",712
"VIM","TAGLN2",407
"VIM","LCN2",563
"VIM","MKI67",474
"VIM","RC3H1",510
"VIM","OCLN",440
"VIM","TUBB2A",564
"VIM","UBAC1",874
"VIM","HSPA4",505
"VIM","FABP7",430
"VIM","PRMT1",652
"VIM","EGF",503
"VIM","SQSTM1",544
"VIM","IGDCC3",655
"VIM","PXDNL",483
"VIM","IL6",495
"VIM","CDH1",892
"VIM","LRRK2",660
"VIM","EPPK1",552
"VIM","ANXA2",606
"VIM","MICAL1",543
"VIM","PRDX4",516
"VIM","EMP3",566
"VIM","KHDRBS1",417
"VIM","MEF2C",519
"VIM","PTK2",561
"VIM","BMP3",604
"VIM","BRD4",617
"VIM","TUBB",686
"VIM","DNMT1",523
"VIM","KLK11",416
"VIM","SIRT1",430
"VIM","COL3A1",585
"VIM","ESR1",512
"VIM","ITGA6",414
"VIM","BAG3",411
"VIM","NME2",450
"VIM","INA",784
"VIM","ZEB2",899
"VIM","SOX9",663
"VIM","THY1",658
"VIM","TGFBI",478
"VIM","MYL4",582
"VIM","NEDD9",402
"VIM","STAT1",564
"VIM","YWHAE",606
"VIM","HLA-DQB2",523
"VIM","NANOG",502
"VIM","VCL",597
"VIM","CD4",404
"VIM","ITGA5",468
"VIM","CDKN1A",763
"VIM","MCL1",517
"VIM","TNNI3",478
"VIM","SOX4",566
"VIM","S100A6",473
"VIM","NEK9",431
"VIM","PXDN",495
"VIM","CNRIP1",562
"VIM","TUBA1A",471
"VIM","CD44",809
"VIM","TNF",442
"VIM","THBS1",633
"VIM","CAPN1",605
"VIM","AMFR",408
"VIM","RBM3",413
"VIM","RHOU",460
"VIM","HLA-DQB1",525
"VIM","MYC",547
"VIM","CASP7",927
"VIM","TPM1",567
"VIM","USP14",516
"VIM","TIMP2",411
"VIM","S100B",458
"VIM","PECAM1",661
"VIM","INS",431
"VIM","MYH9",441
"VIM","NEFL",819
"VIM","CAV1",440
"VIM","H4C6",591
"VIM","LMNA",476
"VIM","MSN",484
"VIM","H1-2",426
"VIM","BECN1",609
"VIM","ACTN2",566
"VIM","POTEF",548
"VIM","NFKB1",736
"VIM","HLA-DPB1",425
"VIM","ACTB",723
"VIM","COL1A1",778
"VIM","ACTN3",562
"VIM","NEFM",900
"VIM","SFPQ",454
"VIM","CD9",539
"VIM","CD68",487
"VIM","GAPDH",769
"VIM","BFSP1",478
"VIM","AXL",439
"VIM","MYL1",600
"VIM","CASP3",908
"VIM","UBB",520
"VIM","PUF60",403
"VIM","EPCAM",634
"VIM","KRT18",588
"VIM","RHOBTB1",570
"VIM","HSPB3",556
"VIM","MYH11",591
"VIM","YWHAQ",675
"VIM","POU5F1",671
"VIM","YWHAZ",746
"VIM","PROM1",478
"CMIP","FLNC",540
"CMIP","COL4A2",419
"SOD2","SERPINA1",492
"SOD2","MMP9",448
"SOD2","HMOX1",743
"SOD2","ICAM1",502
"SOD2","FN1",583
"SOD2","CCL2",526
"PCSK5","MSR1",409
"ATXN2","CACNA1A",858
"MYL6","TUBA1C",484
"MYL6","ACTA2",944
"MYL6","ACTN1",561
"MYL6","MYL9",986
"MYL6","ACTG2",940
"CNTN1","SNAP25",415
"CNTN1","FN1",537
"CNTN1","TNR",494
"CNTN1","GRIA2",403
"NR1H4","CCK",421
"NR1H4","ICAM1",524
"FRS2","MSN",503
"FRS2","FN1",577
"TGFBR1","SERPINE1",623
"TGFBR1","COL5A2",412
"TGFBR1","COL5A1",437
"TGFBR1","ACTA2",620
"TGFBR1","LUM",587
"TGFBR1","MMP9",542
"TGFBR1","TIMP1",435
"TGFBR1","COL1A2",511
"TGFBR1","CCL2",402
"TGFBR1","BGN",410
"TGFBR1","FN1",630
"TGFBR1","COL1A1",721
"TGFBR1","VIM",408
"TGFBR1","COL8A1",556
